instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day_type,rental_category,hr,time_category
12746,2012-06-20,Musim Semi,1,6,0,3,1,2,0.64,0.5758,0.89,0.0896,9,156,165,Hari Kerja,,6.0,Pagi
12747,2012-06-20,Musim Semi,1,6,0,3,1,2,0.66,0.5909,0.89,0.0,20,444,464,Hari Kerja,,7.0,Pagi
12748,2012-06-20,Musim Semi,1,6,0,3,1,2,0.7,0.6667,0.79,0.1045,43,600,643,Hari Kerja,,8.0,Pagi
12749,2012-06-20,Musim Semi,1,6,0,3,1,2,0.72,0.697,0.74,0.0,40,276,316,Hari Kerja,,9.0,Pagi
12750,2012-06-20,Musim Semi,1,6,0,3,1,1,0.82,0.7727,0.52,0.1343,41,126,167,Hari Kerja,,10.0,Pagi
12751,2012-06-20,Musim Semi,1,6,0,3,1,1,0.84,0.7879,0.49,0.194,54,134,188,Hari Kerja,,11.0,Pagi
12752,2012-06-20,Musim Semi,1,6,0,3,1,1,0.86,0.803,0.47,0.1642,30,150,180,Hari Kerja,,12.0,Siang
12753,2012-06-20,Musim Semi,1,6,0,3,1,1,0.86,0.7879,0.44,0.1045,48,163,211,Hari Kerja,,13.0,Siang
12754,2012-06-20,Musim Semi,1,6,0,3,1,1,0.88,0.803,0.39,0.194,56,134,190,Hari Kerja,,14.0,Siang
12755,2012-06-20,Musim Semi,1,6,0,3,1,1,0.9,0.8182,0.35,0.0,36,143,179,Hari Kerja,,15.0,Siang
12756,2012-06-20,Musim Semi,1,6,0,3,1,1,0.9,0.8182,0.35,0.1045,51,284,335,Hari Kerja,,16.0,Siang
12757,2012-06-20,Musim Semi,1,6,0,3,1,1,0.9,0.8182,0.37,0.0,80,611,691,Hari Kerja,,17.0,Siang
12758,2012-06-20,Musim Semi,1,6,0,3,1,1,0.9,0.8182,0.37,0.0,81,591,672,Hari Kerja,,18.0,Sore
12759,2012-06-20,Musim Semi,1,6,0,3,1,1,0.88,0.7879,0.37,0.2537,90,449,539,Hari Kerja,,19.0,Sore
12760,2012-06-20,Musim Semi,1,6,0,3,1,1,0.86,0.7727,0.39,0.2239,81,326,407,Hari Kerja,,20.0,Sore
12761,2012-06-20,Musim Semi,1,6,0,3,1,1,0.84,0.7576,0.44,0.0896,42,302,344,Hari Kerja,,21.0,Sore
12762,2012-06-20,Musim Semi,1,6,0,3,1,1,0.82,0.7576,0.46,0.1045,31,226,257,Hari Kerja,,22.0,Sore
12763,2012-06-20,Musim Semi,1,6,0,3,1,1,0.78,0.7424,0.59,0.1045,21,102,123,Hari Kerja,,23.0,Sore
12764,2012-06-21,Musim Panas,1,6,0,4,1,1,0.74,0.697,0.7,0.0896,16,53,69,Hari Kerja,,0.0,Malam
12765,2012-06-21,Musim Panas,1,6,0,4,1,1,0.72,0.697,0.79,0.1343,2,16,18,Hari Kerja,,1.0,Malam
12766,2012-06-21,Musim Panas,1,6,0,4,1,1,0.72,0.697,0.79,0.1045,11,7,18,Hari Kerja,,2.0,Malam
12767,2012-06-21,Musim Panas,1,6,0,4,1,1,0.72,0.697,0.74,0.0,3,8,11,Hari Kerja,,3.0,Malam
12768,2012-06-21,Musim Panas,1,6,0,4,1,1,0.7,0.6667,0.84,0.0896,1,11,12,Hari Kerja,,4.0,Malam
12769,2012-06-21,Musim Panas,1,6,0,4,1,1,0.7,0.6667,0.84,0.1045,3,37,40,Hari Kerja,,5.0,Malam
12770,2012-06-21,Musim Panas,1,6,0,4,1,2,0.7,0.6667,0.84,0.0896,3,147,150,Hari Kerja,,6.0,Pagi
12771,2012-06-21,Musim Panas,1,6,0,4,1,2,0.7,0.6667,0.84,0.0896,26,437,463,Hari Kerja,,7.0,Pagi
12772,2012-06-21,Musim Panas,1,6,0,4,1,1,0.74,0.697,0.7,0.0,27,563,590,Hari Kerja,,8.0,Pagi
12773,2012-06-21,Musim Panas,1,6,0,4,1,1,0.8,0.7576,0.55,0.194,32,224,256,Hari Kerja,,9.0,Pagi
12774,2012-06-21,Musim Panas,1,6,0,4,1,1,0.84,0.7879,0.49,0.1045,36,114,150,Hari Kerja,,10.0,Pagi
12775,2012-06-21,Musim Panas,1,6,0,4,1,1,0.86,0.7879,0.41,0.1343,40,121,161,Hari Kerja,,11.0,Pagi
12776,2012-06-21,Musim Panas,1,6,0,4,1,1,0.9,0.8182,0.35,0.194,33,182,215,Hari Kerja,,12.0,Siang
12777,2012-06-21,Musim Panas,1,6,0,4,1,1,0.9,0.8182,0.35,0.0,31,141,172,Hari Kerja,,13.0,Siang
12778,2012-06-21,Musim Panas,1,6,0,4,1,1,0.88,0.7879,0.37,0.1642,27,149,176,Hari Kerja,,14.0,Siang
12779,2012-06-21,Musim Panas,1,6,0,4,1,1,0.92,0.8333,0.33,0.1642,40,154,194,Hari Kerja,,15.0,Siang
12780,2012-06-21,Musim Panas,1,6,0,4,1,1,0.9,0.8182,0.35,0.1343,37,283,320,Hari Kerja,,16.0,Siang
12781,2012-06-21,Musim Panas,1,6,0,4,1,1,0.88,0.7879,0.37,0.0,80,535,615,Hari Kerja,,17.0,Siang
12782,2012-06-21,Musim Panas,1,6,0,4,1,1,0.86,0.7879,0.41,0.194,78,562,640,Hari Kerja,,18.0,Sore
12783,2012-06-21,Musim Panas,1,6,0,4,1,1,0.88,0.803,0.39,0.2239,84,415,499,Hari Kerja,,19.0,Sore
12784,2012-06-21,Musim Panas,1,6,0,4,1,1,0.86,0.7879,0.44,0.194,79,357,436,Hari Kerja,,20.0,Sore
12785,2012-06-21,Musim Panas,1,6,0,4,1,1,0.82,0.7727,0.52,0.194,55,256,311,Hari Kerja,,21.0,Sore
12786,2012-06-21,Musim Panas,1,6,0,4,1,1,0.8,0.7879,0.63,0.1642,22,221,243,Hari Kerja,,22.0,Sore
12787,2012-06-21,Musim Panas,1,6,0,4,1,1,0.8,0.7727,0.59,0.0896,12,134,146,Hari Kerja,,23.0,Sore
12788,2012-06-22,Musim Panas,1,6,0,5,1,2,0.76,0.7273,0.7,0.1045,16,77,93,Hari Kerja,,0.0,Malam
12789,2012-06-22,Musim Panas,1,6,0,5,1,1,0.76,0.7424,0.75,0.1642,3,28,31,Hari Kerja,,1.0,Malam
12790,2012-06-22,Musim Panas,1,6,0,5,1,1,0.74,0.7121,0.79,0.0,0,12,12,Hari Kerja,,2.0,Malam
12791,2012-06-22,Musim Panas,1,6,0,5,1,1,0.74,0.7121,0.79,0.0,1,6,7,Hari Kerja,,3.0,Malam
12792,2012-06-22,Musim Panas,1,6,0,5,1,2,0.76,0.7273,0.66,0.0,3,7,10,Hari Kerja,,4.0,Malam
12793,2012-06-22,Musim Panas,1,6,0,5,1,2,0.74,0.697,0.66,0.0896,3,35,38,Hari Kerja,,5.0,Malam
12794,2012-06-22,Musim Panas,1,6,0,5,1,2,0.74,0.697,0.66,0.0,4,118,122,Hari Kerja,,6.0,Pagi
12795,2012-06-22,Musim Panas,1,6,0,5,1,1,0.74,0.6818,0.58,0.1642,19,340,359,Hari Kerja,,7.0,Pagi
12796,2012-06-22,Musim Panas,1,6,0,5,1,1,0.76,0.697,0.55,0.1343,49,564,613,Hari Kerja,,8.0,Pagi
12797,2012-06-22,Musim Panas,1,6,0,5,1,1,0.76,0.7121,0.58,0.2239,55,278,333,Hari Kerja,,9.0,Pagi
12798,2012-06-22,Musim Panas,1,6,0,5,1,1,0.8,0.7424,0.52,0.3582,52,133,185,Hari Kerja,,10.0,Pagi
12799,2012-06-22,Musim Panas,1,6,0,5,1,1,0.8,0.7424,0.49,0.1642,76,160,236,Hari Kerja,,11.0,Pagi
12800,2012-06-22,Musim Panas,1,6,0,5,1,1,0.84,0.7879,0.49,0.1343,63,191,254,Hari Kerja,,12.0,Siang
12801,2012-06-22,Musim Panas,1,6,0,5,1,1,0.88,0.803,0.39,0.2239,72,228,300,Hari Kerja,,13.0,Siang
12802,2012-06-22,Musim Panas,1,6,0,5,1,1,0.88,0.803,0.39,0.2239,65,198,263,Hari Kerja,,14.0,Siang
12803,2012-06-22,Musim Panas,1,6,0,5,1,1,0.9,0.8182,0.35,0.3582,72,212,284,Hari Kerja,,15.0,Siang
12804,2012-06-22,Musim Panas,1,6,0,5,1,1,0.9,0.803,0.31,0.2239,67,313,380,Hari Kerja,,16.0,Siang
12805,2012-06-22,Musim Panas,1,6,0,5,1,2,0.82,0.7273,0.38,0.1642,95,551,646,Hari Kerja,,17.0,Siang
12806,2012-06-22,Musim Panas,1,6,0,5,1,2,0.8,0.7576,0.55,0.194,62,443,505,Hari Kerja,,18.0,Sore
12807,2012-06-22,Musim Panas,1,6,0,5,1,2,0.76,0.697,0.55,0.5224,45,317,362,Hari Kerja,,19.0,Sore
12808,2012-06-22,Musim Panas,1,6,0,5,1,2,0.76,0.697,0.55,0.5224,31,171,202,Hari Kerja,,20.0,Sore
12809,2012-06-22,Musim Panas,1,6,0,5,1,3,0.68,0.6364,0.65,0.2836,40,177,217,Hari Kerja,,21.0,Sore
12810,2012-06-22,Musim Panas,1,6,0,5,1,1,0.68,0.6364,0.69,0.1343,42,155,197,Hari Kerja,,22.0,Sore
12811,2012-06-22,Musim Panas,1,6,0,5,1,2,0.66,0.6212,0.74,0.0,29,145,174,Hari Kerja,,23.0,Sore
12812,2012-06-23,Musim Panas,1,6,0,6,0,1,0.64,0.5758,0.83,0.0,14,102,116,Hari Kerja,,0.0,Malam
12813,2012-06-23,Musim Panas,1,6,0,6,0,1,0.66,0.6061,0.78,0.1343,16,107,123,Hari Kerja,,1.0,Malam
12814,2012-06-23,Musim Panas,1,6,0,6,0,2,0.64,0.5758,0.83,0.194,18,75,93,Hari Kerja,,2.0,Malam
12815,2012-06-23,Musim Panas,1,6,0,6,0,2,0.64,0.5758,0.83,0.0896,10,32,42,Hari Kerja,,3.0,Malam
12816,2012-06-23,Musim Panas,1,6,0,6,0,2,0.64,0.5758,0.83,0.1642,6,13,19,Hari Kerja,,4.0,Malam
12817,2012-06-23,Musim Panas,1,6,0,6,0,2,0.64,0.5758,0.83,0.194,1,11,12,Hari Kerja,,5.0,Malam
12818,2012-06-23,Musim Panas,1,6,0,6,0,1,0.64,0.5758,0.83,0.0896,10,37,47,Hari Kerja,,6.0,Pagi
12819,2012-06-23,Musim Panas,1,6,0,6,0,1,0.64,0.5758,0.83,0.1642,19,59,78,Hari Kerja,,7.0,Pagi
12820,2012-06-23,Musim Panas,1,6,0,6,0,1,0.68,0.6364,0.69,0.2239,34,133,167,Hari Kerja,,8.0,Pagi
12821,2012-06-23,Musim Panas,1,6,0,6,0,1,0.72,0.6818,0.62,0.194,85,247,332,Hari Kerja,,9.0,Pagi
12822,2012-06-23,Musim Panas,1,6,0,6,0,1,0.74,0.6818,0.55,0.194,177,317,494,Hari Kerja,,10.0,Pagi
12823,2012-06-23,Musim Panas,1,6,0,6,0,1,0.76,0.6818,0.48,0.2239,167,349,516,Hari Kerja,,11.0,Pagi
12824,2012-06-23,Musim Panas,1,6,0,6,0,1,0.8,0.7273,0.43,0.194,203,399,602,Hari Kerja,,12.0,Siang
12825,2012-06-23,Musim Panas,1,6,0,6,0,1,0.82,0.7273,0.34,0.194,226,338,564,Hari Kerja,,13.0,Siang
12826,2012-06-23,Musim Panas,1,6,0,6,0,1,0.78,0.6818,0.33,0.2537,238,371,609,Hari Kerja,,14.0,Siang
12827,2012-06-23,Musim Panas,1,6,0,6,0,1,0.84,0.7273,0.3,0.3284,217,266,483,Hari Kerja,,15.0,Siang
12828,2012-06-23,Musim Panas,1,6,0,6,0,1,0.84,0.7121,0.26,0.2985,196,317,513,Hari Kerja,,16.0,Siang
12829,2012-06-23,Musim Panas,1,6,0,6,0,1,0.82,0.7121,0.26,0.2537,214,316,530,Hari Kerja,,17.0,Siang
12830,2012-06-23,Musim Panas,1,6,0,6,0,1,0.82,0.7121,0.26,0.2985,194,287,481,Hari Kerja,,18.0,Sore
12831,2012-06-23,Musim Panas,1,6,0,6,0,1,0.8,0.697,0.27,0.194,185,240,425,Hari Kerja,,19.0,Sore
12832,2012-06-23,Musim Panas,1,6,0,6,0,1,0.78,0.6818,0.31,0.194,158,228,386,Hari Kerja,,20.0,Sore
12833,2012-06-23,Musim Panas,1,6,0,6,0,1,0.76,0.6667,0.33,0.1343,99,223,322,Hari Kerja,,21.0,Sore
12834,2012-06-23,Musim Panas,1,6,0,6,0,1,0.74,0.6515,0.37,0.1045,101,178,279,Hari Kerja,,22.0,Sore
12835,2012-06-23,Musim Panas,1,6,0,6,0,1,0.72,0.6515,0.44,0.0,69,156,225,Hari Kerja,,23.0,Sore
12836,2012-06-24,Musim Panas,1,6,0,0,0,1,0.7,0.6515,0.51,0.0,31,132,163,Hari Kerja,,0.0,Malam
12837,2012-06-24,Musim Panas,1,6,0,0,0,2,0.68,0.6364,0.54,0.0896,39,88,127,Hari Kerja,,1.0,Malam
12838,2012-06-24,Musim Panas,1,6,0,0,0,2,0.68,0.6364,0.51,0.0,34,80,114,Hari Kerja,,2.0,Malam
12839,2012-06-24,Musim Panas,1,6,0,0,0,2,0.66,0.6212,0.65,0.0896,19,41,60,Hari Kerja,,3.0,Malam
12840,2012-06-24,Musim Panas,1,6,0,0,0,2,0.66,0.6212,0.65,0.0,4,9,13,Hari Kerja,,4.0,Malam
12841,2012-06-24,Musim Panas,1,6,0,0,0,1,0.62,0.6061,0.69,0.1343,1,7,8,Hari Kerja,,5.0,Malam
12842,2012-06-24,Musim Panas,1,6,0,0,0,1,0.64,0.6061,0.65,0.1642,6,19,25,Hari Kerja,,6.0,Pagi
12843,2012-06-24,Musim Panas,1,6,0,0,0,1,0.64,0.6061,0.69,0.1045,23,48,71,Hari Kerja,,7.0,Pagi
12844,2012-06-24,Musim Panas,1,6,0,0,0,1,0.7,0.6515,0.58,0.0,38,103,141,Hari Kerja,,8.0,Pagi
12845,2012-06-24,Musim Panas,1,6,0,0,0,1,0.72,0.6667,0.51,0.0,63,169,232,Hari Kerja,,9.0,Pagi
12846,2012-06-24,Musim Panas,1,6,0,0,0,1,0.76,0.6818,0.4,0.0,161,291,452,Hari Kerja,,10.0,Pagi
12847,2012-06-24,Musim Panas,1,6,0,0,0,1,0.76,0.6818,0.4,0.1343,215,291,506,Hari Kerja,,11.0,Pagi
12848,2012-06-24,Musim Panas,1,6,0,0,0,1,0.8,0.697,0.33,0.2239,227,329,556,Hari Kerja,,12.0,Siang
12849,2012-06-24,Musim Panas,1,6,0,0,0,1,0.8,0.697,0.33,0.2836,237,348,585,Hari Kerja,,13.0,Siang
12850,2012-06-24,Musim Panas,1,6,0,0,0,1,0.84,0.7273,0.3,0.2985,253,298,551,Hari Kerja,,14.0,Siang
12851,2012-06-24,Musim Panas,1,6,0,0,0,1,0.86,0.7424,0.28,0.2239,197,290,487,Hari Kerja,,15.0,Siang
12852,2012-06-24,Musim Panas,1,6,0,0,0,1,0.84,0.7273,0.3,0.2537,181,280,461,Hari Kerja,,16.0,Siang
12853,2012-06-24,Musim Panas,1,6,0,0,0,1,0.84,0.7273,0.32,0.2537,203,329,532,Hari Kerja,,17.0,Siang
12854,2012-06-24,Musim Panas,1,6,0,0,0,1,0.82,0.7273,0.34,0.2537,186,348,534,Hari Kerja,,18.0,Sore
12855,2012-06-24,Musim Panas,1,6,0,0,0,1,0.8,0.7121,0.38,0.2985,176,247,423,Hari Kerja,,19.0,Sore
12856,2012-06-24,Musim Panas,1,6,0,0,0,1,0.78,0.697,0.46,0.2537,108,224,332,Hari Kerja,,20.0,Sore
12857,2012-06-24,Musim Panas,1,6,0,0,0,1,0.76,0.697,0.55,0.2239,76,177,253,Hari Kerja,,21.0,Sore
12858,2012-06-24,Musim Panas,1,6,0,0,0,1,0.74,0.6818,0.55,0.1045,53,125,178,Hari Kerja,,22.0,Sore
12859,2012-06-24,Musim Panas,1,6,0,0,0,1,0.74,0.6818,0.58,0.1045,20,67,87,Hari Kerja,,23.0,Sore
12860,2012-06-25,Musim Panas,1,6,0,1,1,1,0.72,0.6818,0.62,0.2537,31,37,68,Hari Kerja,,0.0,Malam
12861,2012-06-25,Musim Panas,1,6,0,1,1,1,0.7,0.6515,0.65,0.2239,11,20,31,Hari Kerja,,1.0,Malam
12862,2012-06-25,Musim Panas,1,6,0,1,1,1,0.7,0.6515,0.7,0.2239,4,10,14,Hari Kerja,,2.0,Malam
12863,2012-06-25,Musim Panas,1,6,0,1,1,1,0.68,0.6364,0.69,0.2537,1,4,5,Hari Kerja,,3.0,Malam
12864,2012-06-25,Musim Panas,1,6,0,1,1,1,0.66,0.6061,0.78,0.2537,0,4,4,Hari Kerja,,4.0,Malam
12865,2012-06-25,Musim Panas,1,6,0,1,1,1,0.66,0.6212,0.74,0.1642,1,42,43,Hari Kerja,,5.0,Malam
12866,2012-06-25,Musim Panas,1,6,0,1,1,1,0.64,0.5909,0.78,0.1642,11,147,158,Hari Kerja,,6.0,Pagi
12867,2012-06-25,Musim Panas,1,6,0,1,1,1,0.66,0.6212,0.74,0.2239,30,455,485,Hari Kerja,,7.0,Pagi
12868,2012-06-25,Musim Panas,1,6,0,1,1,1,0.66,0.6212,0.69,0.194,53,555,608,Hari Kerja,,8.0,Pagi
12869,2012-06-25,Musim Panas,1,6,0,1,1,1,0.7,0.6515,0.65,0.194,37,231,268,Hari Kerja,,9.0,Pagi
12870,2012-06-25,Musim Panas,1,6,0,1,1,1,0.76,0.697,0.55,0.1642,58,126,184,Hari Kerja,,10.0,Pagi
12871,2012-06-25,Musim Panas,1,6,0,1,1,1,0.8,0.7273,0.43,0.3284,54,127,181,Hari Kerja,,11.0,Pagi
12872,2012-06-25,Musim Panas,1,6,0,1,1,2,0.76,0.6818,0.45,0.2985,74,196,270,Hari Kerja,,12.0,Siang
12873,2012-06-25,Musim Panas,1,6,0,1,1,1,0.72,0.6667,0.51,0.2985,79,181,260,Hari Kerja,,13.0,Siang
12874,2012-06-25,Musim Panas,1,6,0,1,1,1,0.78,0.697,0.43,0.2537,90,161,251,Hari Kerja,,14.0,Siang
12875,2012-06-25,Musim Panas,1,6,0,1,1,1,0.78,0.6818,0.38,0.4627,65,168,233,Hari Kerja,,15.0,Siang
12876,2012-06-25,Musim Panas,1,6,0,1,1,1,0.8,0.697,0.31,0.3881,104,310,414,Hari Kerja,,16.0,Siang
12877,2012-06-25,Musim Panas,1,6,0,1,1,1,0.8,0.6818,0.24,0.4627,76,757,833,Hari Kerja,,17.0,Siang
12878,2012-06-25,Musim Panas,1,6,0,1,1,1,0.76,0.6667,0.27,0.4478,100,691,791,Hari Kerja,,18.0,Sore
12879,2012-06-25,Musim Panas,1,6,0,1,1,1,0.74,0.6515,0.27,0.4627,74,508,582,Hari Kerja,,19.0,Sore
12880,2012-06-25,Musim Panas,1,6,0,1,1,1,0.72,0.6515,0.3,0.4478,100,375,475,Hari Kerja,,20.0,Sore
12881,2012-06-25,Musim Panas,1,6,0,1,1,1,0.68,0.6212,0.3,0.3284,50,281,331,Hari Kerja,,21.0,Sore
12882,2012-06-25,Musim Panas,1,6,0,1,1,1,0.66,0.6212,0.29,0.3881,21,166,187,Hari Kerja,,22.0,Sore
12883,2012-06-25,Musim Panas,1,6,0,1,1,1,0.64,0.6212,0.33,0.3284,15,88,103,Hari Kerja,,23.0,Sore
12884,2012-06-26,Musim Panas,1,6,0,2,1,1,0.62,0.6212,0.33,0.3284,8,29,37,Hari Kerja,,0.0,Malam
12885,2012-06-26,Musim Panas,1,6,0,2,1,1,0.6,0.6212,0.35,0.3881,11,19,30,Hari Kerja,,1.0,Malam
12886,2012-06-26,Musim Panas,1,6,0,2,1,1,0.56,0.5303,0.43,0.2836,2,7,9,Hari Kerja,,2.0,Malam
12887,2012-06-26,Musim Panas,1,6,0,2,1,1,0.54,0.5152,0.45,0.2836,2,7,9,Hari Kerja,,3.0,Malam
12888,2012-06-26,Musim Panas,1,6,0,2,1,1,0.54,0.5152,0.45,0.2985,1,9,10,Hari Kerja,,4.0,Malam
12889,2012-06-26,Musim Panas,1,6,0,2,1,1,0.52,0.5,0.48,0.3881,3,36,39,Hari Kerja,,5.0,Malam
12890,2012-06-26,Musim Panas,1,6,0,2,1,1,0.52,0.5,0.52,0.2985,12,176,188,Hari Kerja,,6.0,Pagi
12891,2012-06-26,Musim Panas,1,6,0,2,1,1,0.52,0.5,0.52,0.3582,21,531,552,Hari Kerja,,7.0,Pagi
12892,2012-06-26,Musim Panas,1,6,0,2,1,1,0.56,0.5303,0.49,0.3284,34,622,656,Hari Kerja,,8.0,Pagi
12893,2012-06-26,Musim Panas,1,6,0,2,1,1,0.58,0.5455,0.46,0.4179,30,298,328,Hari Kerja,,9.0,Pagi
12894,2012-06-26,Musim Panas,1,6,0,2,1,1,0.62,0.6212,0.41,0.3582,37,153,190,Hari Kerja,,10.0,Pagi
12895,2012-06-26,Musim Panas,1,6,0,2,1,1,0.64,0.6212,0.36,0.4179,46,189,235,Hari Kerja,,11.0,Pagi
12896,2012-06-26,Musim Panas,1,6,0,2,1,1,0.66,0.6212,0.34,0.4478,80,228,308,Hari Kerja,,12.0,Siang
12897,2012-06-26,Musim Panas,1,6,0,2,1,1,0.7,0.6364,0.3,0.4627,74,232,306,Hari Kerja,,13.0,Siang
12898,2012-06-26,Musim Panas,1,6,0,2,1,1,0.7,0.6364,0.3,0.4627,81,186,267,Hari Kerja,,14.0,Siang
12899,2012-06-26,Musim Panas,1,6,0,2,1,1,0.72,0.6515,0.28,0.4627,88,229,317,Hari Kerja,,15.0,Siang
12900,2012-06-26,Musim Panas,1,6,0,2,1,1,0.72,0.6364,0.26,0.4925,67,349,416,Hari Kerja,,16.0,Siang
12901,2012-06-26,Musim Panas,1,6,0,2,1,1,0.72,0.6515,0.28,0.4179,104,796,900,Hari Kerja,,17.0,Siang
12902,2012-06-26,Musim Panas,1,6,0,2,1,1,0.72,0.6515,0.28,0.3582,105,719,824,Hari Kerja,,18.0,Sore
12903,2012-06-26,Musim Panas,1,6,0,2,1,1,0.72,0.6515,0.28,0.2239,83,529,612,Hari Kerja,,19.0,Sore
12904,2012-06-26,Musim Panas,1,6,0,2,1,1,0.7,0.6364,0.3,0.2836,88,417,505,Hari Kerja,,20.0,Sore
12905,2012-06-26,Musim Panas,1,6,0,2,1,1,0.68,0.6364,0.34,0.194,61,267,328,Hari Kerja,,21.0,Sore
12906,2012-06-26,Musim Panas,1,6,0,2,1,1,0.66,0.6212,0.34,0.2537,26,219,245,Hari Kerja,,22.0,Sore
12907,2012-06-26,Musim Panas,1,6,0,2,1,1,0.62,0.6212,0.41,0.1343,13,118,131,Hari Kerja,,23.0,Sore
12908,2012-06-27,Musim Panas,1,6,0,3,1,1,0.62,0.6212,0.41,0.194,15,39,54,Hari Kerja,,0.0,Malam
12909,2012-06-27,Musim Panas,1,6,0,3,1,1,0.6,0.6212,0.43,0.1642,5,18,23,Hari Kerja,,1.0,Malam
12910,2012-06-27,Musim Panas,1,6,0,3,1,1,0.56,0.5303,0.49,0.1343,2,12,14,Hari Kerja,,2.0,Malam
12911,2012-06-27,Musim Panas,1,6,0,3,1,1,0.58,0.5455,0.46,0.0896,1,7,8,Hari Kerja,,3.0,Malam
12912,2012-06-27,Musim Panas,1,6,0,3,1,1,0.6,0.6212,0.4,0.2537,0,11,11,Hari Kerja,,4.0,Malam
12913,2012-06-27,Musim Panas,1,6,0,3,1,1,0.6,0.6212,0.43,0.2836,2,34,36,Hari Kerja,,5.0,Malam
12914,2012-06-27,Musim Panas,1,6,0,3,1,1,0.58,0.5455,0.46,0.2836,7,193,200,Hari Kerja,,6.0,Pagi
12915,2012-06-27,Musim Panas,1,6,0,3,1,1,0.6,0.6212,0.43,0.3582,29,498,527,Hari Kerja,,7.0,Pagi
12916,2012-06-27,Musim Panas,1,6,0,3,1,1,0.62,0.6212,0.43,0.3284,49,638,687,Hari Kerja,,8.0,Pagi
12917,2012-06-27,Musim Panas,1,6,0,3,1,1,0.66,0.6212,0.41,0.3582,29,253,282,Hari Kerja,,9.0,Pagi
12918,2012-06-27,Musim Panas,1,6,0,3,1,1,0.7,0.6364,0.37,0.2537,34,138,172,Hari Kerja,,10.0,Pagi
12919,2012-06-27,Musim Panas,1,6,0,3,1,1,0.74,0.6515,0.3,0.3284,64,145,209,Hari Kerja,,11.0,Pagi
12920,2012-06-27,Musim Panas,1,6,0,3,1,1,0.76,0.6667,0.29,0.2985,77,245,322,Hari Kerja,,12.0,Siang
12921,2012-06-27,Musim Panas,1,6,0,3,1,1,0.8,0.697,0.27,0.3284,77,244,321,Hari Kerja,,13.0,Siang
12922,2012-06-27,Musim Panas,1,6,0,3,1,1,0.8,0.6818,0.24,0.3582,78,192,270,Hari Kerja,,14.0,Siang
12923,2012-06-27,Musim Panas,1,6,0,3,1,1,0.8,0.697,0.26,0.4627,61,188,249,Hari Kerja,,15.0,Siang
12924,2012-06-27,Musim Panas,1,6,0,3,1,1,0.82,0.697,0.24,0.4478,55,337,392,Hari Kerja,,16.0,Siang
12925,2012-06-27,Musim Panas,1,6,0,3,1,1,0.82,0.697,0.24,0.3881,113,730,843,Hari Kerja,,17.0,Siang
12926,2012-06-27,Musim Panas,1,6,0,3,1,1,0.8,0.697,0.27,0.3284,85,719,804,Hari Kerja,,18.0,Sore
12927,2012-06-27,Musim Panas,1,6,0,3,1,1,0.78,0.6818,0.29,0.3284,101,542,643,Hari Kerja,,19.0,Sore
12928,2012-06-27,Musim Panas,1,6,0,3,1,1,0.76,0.6667,0.31,0.194,76,369,445,Hari Kerja,,20.0,Sore
12929,2012-06-27,Musim Panas,1,6,0,3,1,1,0.74,0.6515,0.35,0.1343,54,313,367,Hari Kerja,,21.0,Sore
12930,2012-06-27,Musim Panas,1,6,0,3,1,1,0.72,0.6515,0.39,0.0896,52,245,297,Hari Kerja,,22.0,Sore
12931,2012-06-27,Musim Panas,1,6,0,3,1,1,0.68,0.6364,0.47,0.1343,11,148,159,Hari Kerja,,23.0,Sore
12932,2012-06-28,Musim Panas,1,6,0,4,1,1,0.66,0.6212,0.5,0.1045,2,52,54,Hari Kerja,,0.0,Malam
12933,2012-06-28,Musim Panas,1,6,0,4,1,1,0.66,0.6212,0.54,0.0,11,14,25,Hari Kerja,,1.0,Malam
12934,2012-06-28,Musim Panas,1,6,0,4,1,1,0.66,0.6212,0.5,0.0896,1,12,13,Hari Kerja,,2.0,Malam
12935,2012-06-28,Musim Panas,1,6,0,4,1,1,0.66,0.6212,0.5,0.0896,1,6,7,Hari Kerja,,3.0,Malam
12936,2012-06-28,Musim Panas,1,6,0,4,1,1,0.62,0.6061,0.61,0.1045,0,11,11,Hari Kerja,,4.0,Malam
12937,2012-06-28,Musim Panas,1,6,0,4,1,1,0.62,0.6212,0.57,0.0896,8,39,47,Hari Kerja,,5.0,Malam
12938,2012-06-28,Musim Panas,1,6,0,4,1,1,0.62,0.6212,0.57,0.0896,8,185,193,Hari Kerja,,6.0,Pagi
12939,2012-06-28,Musim Panas,1,6,0,4,1,1,0.62,0.6061,0.61,0.1045,24,484,508,Hari Kerja,,7.0,Pagi
12940,2012-06-28,Musim Panas,1,6,0,4,1,1,0.66,0.6212,0.5,0.1343,40,577,617,Hari Kerja,,8.0,Pagi
12941,2012-06-28,Musim Panas,1,6,0,4,1,1,0.7,0.6515,0.54,0.1642,33,318,351,Hari Kerja,,9.0,Pagi
12942,2012-06-28,Musim Panas,1,6,0,4,1,1,0.74,0.6667,0.48,0.194,40,144,184,Hari Kerja,,10.0,Pagi
12943,2012-06-28,Musim Panas,1,6,0,4,1,1,0.8,0.697,0.31,0.194,41,170,211,Hari Kerja,,11.0,Pagi
12944,2012-06-28,Musim Panas,1,6,0,4,1,1,0.84,0.7121,0.26,0.2836,49,227,276,Hari Kerja,,12.0,Siang
